Series Name,Series Code,Country Name,Country Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,12582122604.1921,12226514666.0404,11619892592.6599,11181350649.2247,11480847740.0839,13178094719.8612,14206359016.4014,13312981427.4023,15286441740.129,16810883360.913
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,4465771672.62001,4593852089.09567,4054728172.94375,4376929571.63114,4856602178.63413,5506944403.30196,5542053845.29274,4769995511.55242,5861430525.58447,6095978867.69929
GDP (current US$),NY.GDP.MKTP.CD,Morocco,MAR,115739288446.799,119130845829.482,110413820681.034,111572946646.535,118540574727.552,127341141871.205,128920265075.525,121347533649.793,142866583124.696,134181587769.796
GDP (current US$),NY.GDP.MKTP.CD,Mozambique,MOZ,16974314296.2182,17716091057.2675,15950979333.1582,11936993086.9579,13219079497.7055,14845400592.6712,15390031039.9957,14156864916.4711,15776757419.5197,17851491427.6765
GDP (current US$),NY.GDP.MKTP.CD,Myanmar,MMR,60572257122.2962,63264892768.3726,63045306513.9317,60291738934.7768,61449391917.1276,67144726167.9294,68697761477.1809,78930259068.5275,65124769601.7482,59364362540.5524
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,12043307277.1235,12435430396.1929,11335161230.1608,10722018975.0783,12895153160.466,13682019171.6627,12541928102.7657,10583748757.3345,12446290854.8973,12607436975.946
GDP (current US$),NY.GDP.MKTP.CD,Nauru,NRU,94384979.0109467,99149259.8365624,84863407.8650093,97541914.5833045,109355653.690742,130995580.092154,125160081.80546,124685686.622889,145536603.234791,150922211.044258
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,22162205045.9731,22731612827.3458,24360801338.0543,24524109484.7453,28971588880.8208,33111525182.7133,34186180694.9285,33433659223.1789,36924841430.0574,40828247302.4851
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,877172824534.519,892167986713.708,765572770634.375,784060430240.101,833869641687.068,914043438179.591,910194347568.61,909793466661.466,1011798853062,991114635529.187
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,10151382876.8113,10635035550.01,8738203041.54697,8724568970.67697,9173669999.59434,9896402295.48329,9475655341.98316,9454629451.03219,10071349707.1581,
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,190906575136.003,201313497220.917,178064471137.921,188838342527.975,206556258844.567,211886686924.483,213091987153.092,212569779569.515,255551704625.831,247234053739.267
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,10982954744.4415,11880433902.9361,12756722238.3709,13286066154.9603,13785890939.4447,13025266513.3167,12699028889.666,12678162359.4021,14145852100.7591,15671583877.9712
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,10224897440.9239,10862943546.2851,9683867926.72766,10398861980.6524,11185101444.3729,12808661487.4035,12916454870.5458,13744174582.2532,14915002098.4975,13969605582.5202
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,520117163617.721,574183825592.358,493026782401.561,404649048648.026,375745732274.676,421739210176.152,474517470742.749,432198936002.177,440833583992.485,477386120635.845
GDP (current US$),NY.GDP.MKTP.CD,North Macedonia,MKD,10817702423.7886,11362265293.5581,10064519962.5655,10672467073.2873,11307067000.7188,12683068033.1043,12606338448.547,12363580534.6811,13825049831.7959,13563132057.2486
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,772000000,832000000,910000000,1230000000,1560000000,1301000000,1181000000,858000000,,
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,526014468085.106,501736471832.848,388159512245.53,370956547619.048,401745275035.261,439788625883.8,408742840909.091,367633418886.627,490293364377.183,579267365866.343
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,89936020806.2419,92699089726.9181,78710793237.9714,75128738621.5865,80856697009.1027,91505851755.5267,88060858257.4772,75909397659.2978,88191977373.212,114667360208.062
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,231218467669.571,244360858682.762,270556104886.456,313629998960.445,339205536454.445,356128167702.894,320909472926.461,300425609206.18,348262544719.247,376532751806.989
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,221117200,241669800,280457700,298300000,285600000,284900000,278900000,251900000,217800000,
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,45599900000,49921400000,54091800000,57907700000,62202700000,67294169234.6291,69721787532.9789,57086836942.4052,67406738051.7437,76522511780.6222
GDP (current US$),NY.GDP.MKTP.CD,Papua New Guinea,PNG,21261338064.8783,23210823987.308,21723439625.73,20758874952.5805,22742696407.5093,24109780113.2307,24751069237.9977,23848442440.267,26311656000,30633444294.631
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,38651334593.0289,40377987314.6435,36211372646.38,36089550671.834,38997129809.1697,40225448651.3062,37925338460.1556,35432177936.3317,39950899733.227,41722295362.0667
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,201175541637.441,200786240836.818,189802961890.097,191898127860.843,211007952315.888,222597030191.041,228325852220.761,201947603715.409,223717791482.577,242631549613.268
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,283902829721.261,297483553299.593,306445871631.969,318627003965.989,328480738147.1,346841896890.489,376823404772.837,361751145432.404,394087362017.318,404284327311.713
GDP (current US$),NY.GDP.MKTP.CD,Poland,POL,515762008468.811,539080532037.142,477111287969.227,470024559638.496,524641206562.004,588779850763.487,596058473058.766,599442783603.187,679441900610.663,688176605954.787
GDP (current US$),NY.GDP.MKTP.CD,Portugal,PRT,226433858005.716,229901964221.881,199394066525.44,206426152308.937,221357874718.932,242313116577.963,239986922638.897,229031860520.773,253982847571.015,251945377529.388
GDP (current US$),NY.GDP.MKTP.CD,Puerto Rico,PRI,102450000000,102445800000,103375500000,104336700000,103445500000,100958100000,105126400000,103130900000,106368900000,113434800000
GDP (current US$),NY.GDP.MKTP.CD,Qatar,QAT,198727642967.033,206224598571.429,161739955576.923,151732181868.132,161099122225.275,183334953818.681,176371267689.082,144411363345.27,179677131707.294,237295575171.103
GDP (current US$),NY.GDP.MKTP.CD,Romania,ROU,189789277576.061,199713780259.318,177883897811.434,185287615324.922,210147181055.277,243316050520.725,251017797625.017,251362534092.315,285404683024.537,301261582924.085
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,2292470104248.18,2059241582146.11,1363482179761.17,1276786344534.27,1574199355092.71,1657328764645.93,1693114993990.49,1493075887459.81,1836892075547.52,2240422438363.27
GDP (current US$),NY.GDP.MKTP.CD,Rwanda,RWA,7820052084.03387,8239042500.28733,8543869360.36164,8695318854.11055,9252833678.08916,9636510839.30707,10346675636.3397,10172925171.5869,11055281971.0454,13312796765.2336
GDP (current US$),NY.GDP.MKTP.CD,Samoa,WSM,797736265.919418,796683672.75348,824150487.210566,843924750.673535,884844419.778891,878448439.453724,912950619.371868,868898350.356664,843850777.823854,832421565.372356
GDP (current US$),NY.GDP.MKTP.CD,San Marino,SMR,1678741201.56863,1673910988.23529,1419400403.82339,1468342430.68836,1528621195.45849,1655354303.82885,1616188702.34405,1541247884.00207,1855382833.14678,
GDP (current US$),NY.GDP.MKTP.CD,Sao Tome and Principe,STP,300554483.611626,346528329.183227,316066072.343754,345495614.979982,375614126.193877,412253809.728799,427425039.684339,472551023.610419,526653790.670814,546680341.647274
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,753864543430.248,766605946720.427,669484381328.891,665999879694.192,714994694991.651,846583785179.856,838564705624.643,734271183954.88,868585871464.541,1108148978218.49
GDP (current US$),NY.GDP.MKTP.CD,Senegal,SEN,18918667730.5417,19797253445.2673,17774766696.6987,19040312331.1615,20996562958.501,23116701539.5646,23403995984.9306,24530513058.5946,27569136728.2565,27684430244.4907
GDP (current US$),NY.GDP.MKTP.CD,Serbia,SRB,48394239474.6762,47062202241.4378,39655949731.3816,40692661657.284,44179075778.9267,50640662859.4987,51514242775.5241,53356484763.839,63082021205.9295,63501748652.2968
GDP (current US$),NY.GDP.MKTP.CD,Seychelles,SYC,1324915221.7211,1387576413.85839,1391427967.33495,1458954109.81959,1529773286.49646,1587813245.28225,1645090567.04612,1183515397.64891,1286687873.18447,1588406479.15511
GDP (current US$),NY.GDP.MKTP.CD,Sierra Leone,SLE,4920343203.30269,5015180836.19495,4252029353.82191,3862721204.61052,3719443317.52413,4085114542.06831,4076578653.54714,4062906363.55623,4249234573.98708,3970343852.31939
GDP (current US$),NY.GDP.MKTP.CD,Singapore,SGP,307576360584.992,314863580758.455,307998545269.398,319029973659.293,343272878686.388,376869585632.115,376837488316.973,348392174863.651,423796995372.726,466788539651.836
GDP (current US$),NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,1022905027.93296,1245251396.64804,1253072625.69832,1263687150.83799,1191620111.73184,1185474860.3352,1459776536.31285,1240279329.60894,1384636871.50838,1571564245.81006
GDP (current US$),NY.GDP.MKTP.CD,Slovak Republic,SVK,98935222174.8611,101437045019.899,88900883130.8374,89952699524.8965,95649966260.981,106137924015.591,105710052464.625,106728917483.033,118656591909.266,115468803971.543
GDP (current US$),NY.GDP.MKTP.CD,Slovenia,SVN,48415657264.8762,49997186439.0908,43107506024.3254,44766722790.5838,48589100043.0958,54177882425.8421,54331588482.3048,53706800043.6833,61748586534.8672,62117768014.8563
GDP (current US$),NY.GDP.MKTP.CD,Solomon Islands,SLB,1285911568.51452,1335571356.68714,1307909891.29375,1379490315.02286,1469789050.30851,1615478421.45974,1619154958.40233,1536145831.0639,1580303517.17092,1595710784.31373
GDP (current US$),NY.GDP.MKTP.CD,Somalia,SOM,4577000011.76017,5024999991.72061,5335000000,5534000000,5609000000,5856000006.22021,6485000000,6883000000,7628000011.46357,8126105600
GDP (current US$),NY.GDP.MKTP.CD,South Africa,ZAF,400886013595.573,381198869776.106,346709790458.563,323585509674.481,381448814653.456,404158882459.024,388531226582.351,337619569570.511,419015636064.711,405869718462.343
GDP (current US$),NY.GDP.MKTP.CD,South Sudan,SSD,18426469016.9492,13962212847.4576,11997800760.2242,,,,,,,
GDP (current US$),NY.GDP.MKTP.CD,Spain,ESP,1355579535912.56,1371820537888.6,1196156971279.69,1233554967011.71,1313245330197.66,1421702715218.01,1394320055129.38,1276962685648.23,1427380681294.55,1397509272054.48
GDP (current US$),NY.GDP.MKTP.CD,Sri Lanka,LKA,77000578207.3909,82528535572.5429,85140955516.7505,88012281909.7522,94376237831.5778,94493871351.4217,89014978319.0703,84440535698.8207,88496535599.3564,74403578363.4355
GDP (current US$),NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,874896296.296296,953170370.37037,957037037.037037,1008100000,1058944444.44444,1076922222.22222,1107844444.44444,884522222.222222,860844444.444444,961563259.259259
GDP (current US$),NY.GDP.MKTP.CD,St. Lucia,LCA,1660222222.22222,1749296296.2963,1807222222.22222,1865444444.44444,1996703703.7037,2057074074.07407,2094185185.18518,1516000000,1691259259.25926,2065027555.55556
GDP (current US$),NY.GDP.MKTP.CD,St. Martin (French part),MAF,,772921756.313723,,,,,,,,
GDP (current US$),NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,764781259.259259,770901436.441118,786554580.796867,814302267.073348,844039068.757533,884328180.526933,910765709.768752,869111852.751778,872226063.705504,948558503.126378
GDP (current US$),NY.GDP.MKTP.CD,Sudan,SDN,66027147864.7915,76818773784.7605,84984672415.9401,102943515502.994,129718581297.431,32333780383.2924,32338079165.2893,27034593750,34229513774.9936,51662241775.2425
GDP (current US$),NY.GDP.MKTP.CD,Suriname,SUR,5145757575.75758,5240606060.60606,5126238146.34146,3317421499.77314,3591679371.03991,3996198760.32389,4016040575.08796,2911807496.20227,2984706243.65482,3620655116.22074
GDP (current US$),NY.GDP.MKTP.CD,Sweden,SWE,586841821796.891,581964017237.095,505103781349.757,515654671469.547,541018749769.097,555455371487.089,533879529188.454,547054174235.876,636856236396.239,585939170123.856
GDP (current US$),NY.GDP.MKTP.CD,Switzerland,CHE,706234937370.968,726537808338,694118186379.628,687895460902.713,695200833086.499,725562534363.895,721369112726.724,739913619797.445,800640155387.26,807706035351.75
GDP (current US$),NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,21361254647.9904,21502061462.2122,16468399180.3822,12598742886.9368,16369724433.2751,21496337967.8677,22600896352.1266,11159274040.2708,,
GDP (current US$),NY.GDP.MKTP.CD,Tajikistan,TJK,8448410727.15443,9112606074.51713,8271431932.43678,6992416096.89018,7536403146.68377,7765000282.29397,8300813889.63698,8133963813.3329,8937805347.13963,10492123387.7931
GDP (current US$),NY.GDP.MKTP.CD,Tanzania,TZA,45680532613.7591,49964825081.1078,47378603783.6471,49774004999.2038,53275968094.8533,57003686049.4102,61026765850.3054,66068737757.2651,70655628140.5826,75709289056.4457
GDP (current US$),NY.GDP.MKTP.CD,Thailand,THA,420333659152.573,407339036017.221,401296242133.903,413366345843.744,456356812774.563,506754212432.991,543976695638.812,500457261548.076,505568057004.254,495340592811.188
GDP (current US$),NY.GDP.MKTP.CD,Timor-Leste,TLS,1395519600,1447310400,1594447600,1650619400,1595724300,1563887900,2028551600,2158392500,3621222400,3163324631.03158
GDP (current US$),NY.GDP.MKTP.CD,Togo,TGO,5872790935.48729,6217047648.63985,5681469374.10362,6031632014.86013,6395472028.24361,7029217931.75029,6992656428.93581,7389329392.7704,8334047485.51396,8126439480.61302
GDP (current US$),NY.GDP.MKTP.CD,Tonga,TON,450650718.154379,439877675.693345,437003006.744784,420548768.072805,460374252.206137,488906860.874058,512053639.842631,484796858.839009,469228124.153914,
GDP (current US$),NY.GDP.MKTP.CD,Trinidad and Tobago,TTO,28557451149.8686,29489012806.8905,26851970249.3032,23496215880.5212,23797686961.8447,24322359037.409,23849557811.3959,21059428846.0153,24460196270.1157,27899082337.3688
GDP (current US$),NY.GDP.MKTP.CD,Tunisia,TUN,48685436425.0946,50271812920.612,45779494041.9295,44360065796.6202,42163530590.9462,42686509835.5287,41905637658.6053,42538462678.1201,46687298709.3541,46664948951.6571
GDP (current US$),NY.GDP.MKTP.CD,Türkiye,TUR,957798998031.277,938934430070.659,864313960482.343,869682954136.208,858988578709.755,778476714087.962,759934804372.319,720288811761.915,819034484303.169,905987824096.127
GDP (current US$),NY.GDP.MKTP.CD,Turkmenistan,TKM,39197543859.6491,43524210526.3158,35799714285.7143,36169428571.4286,37926285714.2857,40765428571.4286,44220285714.2857,45610571428.5714,,
GDP (current US$),NY.GDP.MKTP.CD,Turks and Caicos Islands,TCA,754238000,841070000,942070000,1032452000,1022365000,1113178000,1197415000,924583000,1044778790,1138808881.1
GDP (current US$),NY.GDP.MKTP.CD,Tuvalu,TUV,38615887.0338205,38760972.4230315,36811928.82414,41629064.9653416,45276606.0014551,48015219.9526234,54123195.2727502,51746568.697119,60196366.8066821,60349391.0988033
GDP (current US$),NY.GDP.MKTP.CD,Uganda,UGA,28915786520.3935,32612397253.2395,32387183733.0207,29203988697.459,30744473839.7439,32927025621.3848,35348155092.292,37605430214.347,40510241365.9029,45559202048.7345
GDP (current US$),NY.GDP.MKTP.CD,Ukraine,UKR,190498811460.028,133503867181.971,91030968761.4155,93355868977.6619,112090503817.399,130891086689.522,153883045524.931,156617719786.254,199765856764.501,160502739236.097
GDP (current US$),NY.GDP.MKTP.CD,United Arab Emirates,ARE,400218529748.128,414105366752.893,370275469571.137,369255326235.534,390516804029.952,427049432157.931,417989721742.682,349473015330.157,415021590687.543,507534921715.453
GDP (current US$),NY.GDP.MKTP.CD,United Kingdom,GBR,2786315215249.95,3065223279583.79,2934857946213.47,2699659680997.2,2683488510504.04,2878152147315.82,2857057847953.02,2704609160088.15,3122480345924.54,3070667732359.21
GDP (current US$),NY.GDP.MKTP.CD,United States,USA,16843190993000,17550680174000,18206020741000,18695110842000,19477336549000,20533057312000,21380976119000,21060473613000,23315080560000,25462700000000
GDP (current US$),NY.GDP.MKTP.CD,Uruguay,URY,61337620935.5305,61496186973.902,57680328702.241,57480788380.312,65006047680.3225,65203071110.6037,62048585618.505,53666908479.5585,61412268248.9461,71177146197.4951
GDP (current US$),NY.GDP.MKTP.CD,Uzbekistan,UZB,73180037913.0325,80845385816.2062,86196264741.9423,86138288633.2241,62081322741.1228,52870108217.5626,60283503705.3907,60224701295.7983,69600614988.6039,80391853884.764
GDP (current US$),NY.GDP.MKTP.CD,Vanuatu,VUT,758304466.245339,772315986.470477,730870805.20235,780889605.899977,880061830.96959,914736985.430944,936526267.622513,909421043.508407,971636097.850666,983582864.560796
GDP (current US$),NY.GDP.MKTP.CD,"Venezuela, RB",VEN,371005379786.566,482359318767.703,,,,,,,,
GDP (current US$),NY.GDP.MKTP.CD,Viet Nam,VNM,213708830776.947,233451484773.974,239258340825.533,257096001174.075,281353626107.245,310106472642.968,334365257920.289,346615750166.553,366137590717.804,408802379068.229
GDP (current US$),NY.GDP.MKTP.CD,Virgin Islands (U.S.),VIR,3738000000,3565000000,3663000000,3798000000,3794000000,3922000000,4117000000,4204000000,,
GDP (current US$),NY.GDP.MKTP.CD,West Bank and Gaza,PSE,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,17133500000,15531700000,18109000000,19111900000
GDP (current US$),NY.GDP.MKTP.CD,Yemen,YEM,40415233436.1767,43228585321.3272,42444489460.9387,31317824906.4358,26842231204.8047,21606161066.2074,,,,
GDP (current US$),NY.GDP.MKTP.CD,Zambia,ZMB,28037239462.7142,27141023558.0829,21251216798.7762,20958412538.3093,25873601260.8353,26311506435.0598,23308667781.2258,18110638619.3723,22147649568.6121,29784454055.9391
GDP (current US$),NY.GDP.MKTP.CD,Zimbabwe,ZWE,19091020000,19495519600,19963120600,20548678100,17584890936.6523,34156069918.0609,21832234925.5021,21509698406.1116,28371238665.5116,20678055597.7345
GDP (current US$),NY.GDP.MKTP.CD,Africa Eastern and Southern,AFE,985987130726.701,1006526390112.83,927348469903.115,885176429223.509,1021043200767.01,1007196197587.41,1000834077088.55,927593321647.664,1081998139192.47,1169483734191.46
GDP (current US$),NY.GDP.MKTP.CD,Africa Western and Central,AFW,833948054767.438,894322482190.281,768644740597.116,691363412188.46,684898755570.717,767025741475.038,822538393591.447,786460035395.026,844459722152.991,877863284874.068
